method,fold,accuracy,f1,auc,gsup,lsup,rsup,div,C_l1,C_l0,C_li,time
RF,6,0.7905405405405406,0.8786908573461402,0.8905930090482794,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6079061031341553
RuleFit,6,0.8602579852579852,0.9103448275862069,0.9156223168879203,98,31.242628992628994,0.31880233665947955,0.423746477563788,0.0005,-1.0,-1.0,1.6110639572143555
RuleFit,6,0.8602579852579852,0.9106967615309126,0.914145831269401,73,27.332616707616708,0.37441940695365356,0.40208597591804507,0.001,-1.0,-1.0,1.5439598560333252
RuleFit,6,0.8568796068796068,0.9095847885137757,0.9083095465127798,37,17.39219901719902,0.47005943289727076,0.34986999646065486,0.005,-1.0,-1.0,1.2582221031188965
RuleFit,6,0.8541154791154791,0.9083188573634433,0.9028762445512186,30,14.189496314496315,0.4729832104832105,0.33768056899444454,0.01,-1.0,-1.0,1.1860921382904053
RuleFit,6,0.8117321867321867,0.8886871254766661,0.885500771910706,8,4.935503685503686,0.6169379606879607,0.19109855591075772,0.05,-1.0,-1.0,1.075568437576294
LIRE,6,0.8581081081081081,0.9088037899723649,0.9157704040354007,106,21.83323095823096,0.20597387696444303,0.45869677371222395,-1.0,0.0005,0.1,208.28326511383057
LIRE,6,0.859029484029484,0.9096278795038394,0.9150160367545076,115,13.231572481572481,0.11505715201367375,0.4791791253076934,-1.0,0.0005,0.5,402.37169003486633
LIRE,6,0.855958230958231,0.9074768198855789,0.913521233736213,107,10.353194103194102,0.0967588233943374,0.477284314361016,-1.0,0.0005,1.0,327.4193594455719
LIRE,6,0.8541154791154791,0.9066247297031648,0.9105940616537878,80,3.979115479115479,0.04973894348894349,0.4746838239414107,-1.0,0.0005,5.0,296.9677155017853
LIRE,6,0.847051597051597,0.9029996104402025,0.8844651938445282,63,2.3295454545454546,0.036976911976911976,0.485828873421016,-1.0,0.0005,10.0,138.00898909568787
LIRE,6,0.8593366093366094,0.9092709984152139,0.9135596744765867,80,17.379299754299755,0.21724124692874694,0.45232205266092107,-1.0,0.00075,0.1,129.4109389781952
LIRE,6,0.8571867321867321,0.9086623453152622,0.9163756522026286,85,10.317260442260443,0.12137953461482874,0.478043677279672,-1.0,0.00075,0.5,365.8254306316376
LIRE,6,0.8556511056511057,0.9074074074074074,0.9129644879796579,80,5.915847665847666,0.07394809582309583,0.4801783319166212,-1.0,0.00075,1.0,410.43809247016907
LIRE,6,0.851965601965602,0.9060062402496101,0.9053903721682848,61,2.298218673218673,0.03767571595440448,0.479426141781826,-1.0,0.00075,5.0,228.94127416610718
LIRE,6,0.8393734643734644,0.9013393699302019,0.8920083506703653,43,1.6974815724815724,0.039476315639106335,0.4806591215312991,-1.0,0.00075,10.0,90.84502720832825
LIRE,6,0.8556511056511057,0.9076983503534956,0.9137064716663365,65,13.870393120393121,0.2133906633906634,0.4527444131459133,-1.0,0.001,0.1,111.33057904243469
LIRE,6,0.8544226044226044,0.9067663257277736,0.9111995678125618,64,7.8596437346437344,0.12280693335380835,0.4762903537667247,-1.0,0.001,0.5,158.2100169658661
LIRE,6,0.8562653562653563,0.9075098814229249,0.9119802502311604,73,5.4183046683046685,0.0742233516206119,0.4837704346556123,-1.0,0.001,1.0,402.2247304916382
LIRE,6,0.8538083538083538,0.9074650077760499,0.8961220258734561,44,1.88482800982801,0.04283700022336386,0.4811592157047795,-1.0,0.001,5.0,128.60647916793823
LIRE,6,0.8467444717444718,0.9046071496845728,0.8858699578132223,36,1.5251842751842752,0.04236622986622987,0.47049289220996604,-1.0,0.001,10.0,90.45984554290771
LIRE,6,0.8587223587223587,0.9097331240188383,0.9118680239085925,30,6.603808353808354,0.22012694512694514,0.445192854393848,-1.0,0.0025,0.1,98.79610300064087
LIRE,6,0.8562653562653563,0.9084148727984345,0.9088459109371905,30,3.3252457002457003,0.11084152334152335,0.47555398899958595,-1.0,0.0025,0.5,79.95773267745972
LIRE,6,0.8538083538083538,0.9061514195583596,0.9073082813222376,36,3.4275184275184274,0.0952088452088452,0.47892415504710517,-1.0,0.0025,1.0,161.64081954956055
LIRE,6,0.8372235872235873,0.897841171935235,0.8467140648735222,19,0.9355036855036855,0.04923703607914134,0.467540848918835,-1.0,0.0025,5.0,63.38226342201233
LIRE,6,0.8286240786240786,0.8943981831945497,0.7496444876494288,13,0.40294840294840295,0.030996030996030995,0.47519072457690525,-1.0,0.0025,10.0,67.65215229988098
LIRE,6,0.8535012285012284,0.9078972774666925,0.9064563932369065,19,4.469287469287469,0.23522565627828784,0.423399458542934,-1.0,0.005,0.1,42.28096580505371
LIRE,6,0.8584152334152334,0.9090191434774029,0.9072068906446074,20,2.7162162162162162,0.1358108108108108,0.46629098104252453,-1.0,0.005,0.5,73.91541194915771
LIRE,6,0.8562653562653563,0.9086651053864169,0.8970154505977148,18,1.4938574938574938,0.082992082992083,0.473209162997169,-1.0,0.005,1.0,70.75120282173157
LIRE,6,0.8507371007371007,0.9055944055944056,0.8082784843306254,14,0.35657248157248156,0.02546946296946297,0.49203409110566765,-1.0,0.005,5.0,94.94166374206543
LIRE,6,0.8003685503685504,0.8835959885386819,0.595241707119741,8,0.05098280098280098,0.006372850122850123,0.4989285714285714,-1.0,0.005,10.0,104.18174242973328
RF,7,0.7877764127764127,0.8771992180558025,0.8908473887127667,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6143379211425781
RuleFit,7,0.8578009828009828,0.909869573681137,0.9189199648305924,101,34.51566339066339,0.34173924149171675,0.4159462111194733,0.0005,-1.0,-1.0,1.9286718368530273
RuleFit,7,0.8578009828009828,0.9102887037395854,0.9177017287497524,68,28.821867321867323,0.42385099002746063,0.3825744912356884,0.001,-1.0,-1.0,1.5068998336791992
RuleFit,7,0.8501228501228502,0.9054629988376598,0.9098138952182814,29,14.562960687960688,0.502171058205541,0.3309795840799432,0.005,-1.0,-1.0,1.1737287044525146
RuleFit,7,0.8501228501228502,0.9055361982191251,0.901860789825639,21,11.66031941031941,0.5552533052533052,0.2933195140883478,0.01,-1.0,-1.0,1.0912237167358398
RuleFit,7,0.8301597051597052,0.8973835591018743,0.8798729443233604,5,3.0795454545454546,0.615909090909091,0.1872878024254684,0.05,-1.0,-1.0,1.0752768516540527
LIRE,7,0.8630221130221131,0.9127884239342979,0.917542031982696,99,19.006756756756758,0.191987441987442,0.4617108701252347,-1.0,0.0005,0.1,116.9334466457367
LIRE,7,0.8608722358722358,0.9119191133579624,0.9163640425830527,109,15.657862407862408,0.14365011383360007,0.46957016619241737,-1.0,0.0005,0.5,194.39608216285706
LIRE,7,0.8608722358722358,0.9114369501466275,0.9147090268146093,98,9.54054054054054,0.09735245449531163,0.47860646934623363,-1.0,0.0005,1.0,269.766961812973
LIRE,7,0.8553439803439803,0.9088092933204259,0.9100582132124695,80,4.842137592137592,0.06052671990171991,0.4819238081958123,-1.0,0.0005,5.0,179.4211390018463
LIRE,7,0.8492014742014742,0.9065651760228354,0.9051563738359422,75,3.6729115479115477,0.04897215397215397,0.4798095097963205,-1.0,0.0005,10.0,159.82554936408997
LIRE,7,0.8636363636363636,0.9133489461358314,0.9171140240076613,71,12.00982800982801,0.16915250718067618,0.4651395598822228,-1.0,0.00075,0.1,121.27182388305664
LIRE,7,0.8611793611793612,0.9116497263487099,0.9151519982993198,78,8.784090909090908,0.11261655011655011,0.4793853460910296,-1.0,0.00075,0.5,193.7904601097107
LIRE,7,0.85995085995086,0.9111111111111111,0.9157056481573211,82,8.61394348894349,0.10504809132857913,0.4742058654852711,-1.0,0.00075,1.0,185.63167929649353
LIRE,7,0.8504299754299754,0.9061837796185707,0.9028078767914933,64,3.7312653562653564,0.05830102119164619,0.4806814667071995,-1.0,0.00075,5.0,171.64507961273193
LIRE,7,0.8433660933660934,0.9035187287173666,0.8898992697807279,45,1.6888820638820639,0.03753071253071253,0.4799544820364992,-1.0,0.00075,10.0,133.13649773597717
LIRE,7,0.8636363636363636,0.9131455399061031,0.9191939518525857,63,11.18918918918919,0.1776061776061776,0.4609395293904691,-1.0,0.001,0.1,139.39534544944763
LIRE,7,0.8571867321867321,0.9093743909569285,0.9164582094973912,62,7.729422604422604,0.12466810652294523,0.4751729453505732,-1.0,0.001,0.5,214.99398016929626
LIRE,7,0.8574938574938575,0.9100426521907716,0.9129337869856681,66,3.843058968058968,0.05822816618271164,0.49108838663108817,-1.0,0.001,1.0,648.6892666816711
LIRE,7,0.8498157248157249,0.9069103369503141,0.8917010827389208,43,1.8264742014742015,0.04247614422033027,0.4776031850045829,-1.0,0.001,5.0,132.48927855491638
LIRE,7,0.839987714987715,0.90263502149131,0.8828174018393766,36,1.3445945945945945,0.03734984984984985,0.4785945890294331,-1.0,0.001,10.0,73.60861015319824
LIRE,7,0.8565724815724816,0.9096187342752081,0.9136092088534443,28,7.2309582309582305,0.25824850824850826,0.4392108751941949,-1.0,0.0025,0.1,39.61603498458862
LIRE,7,0.8565724815724816,0.9098281521529253,0.9106804888217424,31,4.375921375921376,0.14115875406197986,0.4670219534812459,-1.0,0.0025,0.5,69.75624799728394
LIRE,7,0.8501228501228502,0.9063699155794321,0.8983657783501752,29,1.4416461916461916,0.049711937642972125,0.4894979043143339,-1.0,0.0025,1.0,226.34794926643372
LIRE,7,0.8424447174447175,0.9016676250718804,0.8063291002080444,14,0.49109336609336607,0.03507809757809758,0.48676686185686185,-1.0,0.0025,5.0,55.7705397605896
LIRE,7,0.8019041769041769,0.8842218632202478,0.6024448310877749,4,0.06664619164619165,0.016661547911547912,0.5,-1.0,0.0025,10.0,30.78131675720215
LIRE,7,0.8513513513513513,0.9064553536915345,0.9049799076183871,18,4.642506142506143,0.25791700791700795,0.4308631806911019,-1.0,0.005,0.1,23.815628051757812
LIRE,7,0.8516584766584766,0.9064859632139399,0.9061604769334918,23,3.961916461916462,0.1722572374746288,0.46322756368898865,-1.0,0.005,0.5,56.24835729598999
LIRE,7,0.847972972972973,0.904051172707889,0.8999720337163992,21,2.383906633906634,0.11351936351936352,0.47489040627746826,-1.0,0.005,1.0,69.2851345539093
LIRE,7,0.831081081081081,0.8983739837398375,0.6910239065286309,7,0.16707616707616707,0.023868023868023867,0.4927405993061601,-1.0,0.005,5.0,33.04559564590454
LIRE,7,0.8015970515970516,0.8835196538045439,0.6072607592794399,5,0.07585995085995086,0.015171990171990172,0.4960145838571788,-1.0,0.005,10.0,36.636757373809814
RF,8,0.7923832923832924,0.8796724813100748,0.8901358480285317,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6117956638336182
RuleFit,8,0.8722358722358723,0.9185909980430529,0.9204338592233009,100,32.453931203931205,0.3245393120393121,0.42250578307661435,0.0005,-1.0,-1.0,1.5625090599060059
RuleFit,8,0.8667076167076168,0.9153335934451814,0.9186072790766793,79,30.48495085995086,0.3858854539234286,0.400418759542539,0.001,-1.0,-1.0,1.4594643115997314
RuleFit,8,0.85995085995086,0.911318553092182,0.9082620760682915,34,17.987100737100736,0.5290323746206099,0.32820988663644146,0.005,-1.0,-1.0,1.1925048828125
RuleFit,8,0.8541154791154791,0.9086714093443569,0.900478213129912,21,12.760135135135135,0.6076254826254827,0.2720978764750413,0.01,-1.0,-1.0,1.127971887588501
RuleFit,8,0.8040540540540541,0.8855400071761752,0.8781704581104287,9,5.662162162162162,0.6291291291291291,0.1716952213244256,0.05,-1.0,-1.0,1.0403518676757812
LIRE,8,0.8664004914004914,0.914655679811654,0.9205850422693349,102,17.810503685503686,0.1746127812304283,0.46316918489335607,-1.0,0.0005,0.1,292.03037452697754
LIRE,8,0.8685503685503686,0.9164388910581804,0.9212823934185326,110,12.087223587223587,0.1098838507929417,0.47981240483708604,-1.0,0.0005,0.5,454.37864875793457
LIRE,8,0.870085995085995,0.917172508321911,0.9212862632917244,111,10.905712530712531,0.09824966243885164,0.4767564800849799,-1.0,0.0005,1.0,325.10132217407227
LIRE,8,0.8608722358722358,0.9116786898030805,0.9152856379202167,70,3.0334766584766584,0.043335380835380834,0.4843795137457454,-1.0,0.0005,5.0,355.3615562915802
LIRE,8,0.859029484029484,0.9109947643979057,0.877160679198864,59,1.531941031941032,0.02596510223628868,0.4880661536066854,-1.0,0.0005,10.0,245.76485061645508
LIRE,8,0.867014742014742,0.9149479473580829,0.9203404662836009,77,14.637592137592138,0.19009859918950828,0.4580520432481057,-1.0,0.00075,0.1,238.67785811424255
LIRE,8,0.8688574938574939,0.9163892696299197,0.920988541047487,77,8.409090909090908,0.10920897284533647,0.47994729994138846,-1.0,0.00075,0.5,389.0421254634857
LIRE,8,0.870085995085995,0.9169448262320833,0.9210989614292319,82,7.866707616707616,0.09593545874033678,0.47486929714039805,-1.0,0.00075,1.0,241.17411756515503
LIRE,8,0.8596437346437347,0.9112449019227035,0.9135583845188561,64,4.018120393120393,0.06278313114250614,0.48162419998364514,-1.0,0.00075,5.0,147.91177010536194
LIRE,8,0.8461302211302212,0.9040413713847921,0.8916698657618387,50,1.8636363636363635,0.03727272727272727,0.4847728716444627,-1.0,0.00075,10.0,160.19160199165344
LIRE,8,0.8645577395577395,0.9136479342079499,0.9202615208704841,62,11.19502457002457,0.18056491241975112,0.45770857192335346,-1.0,0.001,0.1,119.65482640266418
LIRE,8,0.8639434889434889,0.9127781059263633,0.9200017233835283,71,9.29637592137592,0.1309348721320552,0.47806083702983093,-1.0,0.001,0.5,187.53621745109558
LIRE,8,0.867014742014742,0.9150813885075505,0.9187569141734362,62,6.0746314496314495,0.09797792660695887,0.47185352113275203,-1.0,0.001,1.0,199.765869140625
LIRE,8,0.8467444717444718,0.9032007759456838,0.900580635773727,49,2.1415847665847667,0.04370581156295442,0.48162523575526933,-1.0,0.001,5.0,139.24007415771484
LIRE,8,0.8584152334152334,0.9106069420205546,0.8728535103361733,37,1.1842751842751842,0.032007437412842815,0.48786165677905274,-1.0,0.001,10.0,130.17419528961182
LIRE,8,0.8633292383292384,0.9125564943996856,0.915528665956674,34,7.8316953316953315,0.23034398034398035,0.451875085254431,-1.0,0.0025,0.1,63.98262882232666
LIRE,8,0.8621007371007371,0.9127986016702271,0.9148279609173766,34,3.533169533169533,0.1039167509755745,0.47984115888364837,-1.0,0.0025,0.5,127.53791379928589
LIRE,8,0.8617936117936118,0.9123148869836321,0.9095290725513506,36,2.8068181818181817,0.07796717171717171,0.4809921410538754,-1.0,0.0025,1.0,229.2273473739624
LIRE,8,0.8562653562653563,0.9099307159353348,0.8519432955220925,18,0.8034398034398035,0.04463554463554464,0.4684545875081156,-1.0,0.0025,5.0,45.02571725845337
LIRE,8,0.8409090909090909,0.902301018483591,0.7773009234033419,19,0.44471744471744473,0.023406181300918143,0.4853726322496586,-1.0,0.0025,10.0,128.2203185558319
LIRE,8,0.8614864864864865,0.9116552399608226,0.9093618940294563,21,4.472051597051597,0.21295483795483797,0.43956816766020546,-1.0,0.005,0.1,32.0874707698822
LIRE,8,0.8608722358722358,0.9118848473059716,0.907956872069216,19,2.4652948402948405,0.12975236001551793,0.46785340865038866,-1.0,0.005,0.5,60.980488777160645
LIRE,8,0.8556511056511057,0.9086669257675865,0.8976005754243445,19,1.3323095823095823,0.07012155696366222,0.4838077765952702,-1.0,0.005,1.0,86.80634427070618
LIRE,8,0.8568796068796068,0.9099342868187089,0.8265641511458952,11,0.5641891891891891,0.051289926289926284,0.44230689377025684,-1.0,0.005,5.0,26.735580682754517
LIRE,8,0.8068181818181818,0.8871343979903105,0.5982142857142857,10,0.04791154791154791,0.004791154791154792,0.3888888888888889,-1.0,0.005,10.0,150.75853180885315
RF,9,0.8003685503685504,0.8838040757954951,0.8919577843273232,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.6104104518890381
RuleFit,9,0.8673218673218673,0.9156908665105385,0.9194209844131829,103,33.06050368550368,0.32097576393692895,0.423004923260601,0.0005,-1.0,-1.0,1.6016364097595215
RuleFit,9,0.8660933660933661,0.9152080902372617,0.9176511624067102,67,26.13544226044226,0.3900812277677949,0.39381123120612616,0.001,-1.0,-1.0,1.4474198818206787
RuleFit,9,0.85995085995086,0.9117305458768874,0.9098587857473086,27,14.042076167076168,0.5200768950768951,0.32517583548457346,0.005,-1.0,-1.0,1.1629252433776855
RuleFit,9,0.8541154791154791,0.909195182565475,0.905412301449706,20,10.546068796068797,0.5273034398034399,0.31334476635123404,0.01,-1.0,-1.0,1.1150445938110352
RuleFit,9,0.8277027027027027,0.8970831040176115,0.8756408510005944,5,3.3651719901719903,0.673034398034398,0.16483676776088646,0.05,-1.0,-1.0,1.1081111431121826
LIRE,9,0.8648648648648649,0.913860610806578,0.9175959522158378,105,18.721744471744472,0.1783023283023283,0.4650666687077567,-1.0,0.0005,0.1,152.13798236846924
LIRE,9,0.8660933660933661,0.9144427001569859,0.9177951216894525,115,10.901719901719902,0.09479756436278176,0.48508406805882076,-1.0,0.0005,0.5,495.62461519241333
LIRE,9,0.8676289926289926,0.9154072620215897,0.9173609219173107,122,9.057739557739557,0.07424376686671769,0.4839486636862704,-1.0,0.0005,1.0,466.43028235435486
LIRE,9,0.8593366093366094,0.9108602569093032,0.9147660429463047,86,4.097972972972973,0.04765084852294155,0.48333860816476654,-1.0,0.0005,5.0,281.56465578079224
LIRE,9,0.8556511056511057,0.9098580744150364,0.8900803798461131,70,1.7585995085995085,0.02512285012285012,0.48978737841085795,-1.0,0.0005,10.0,223.2394437789917
LIRE,9,0.8651719901719902,0.9139384434424622,0.9185144021200713,77,14.638513513513514,0.19011056511056512,0.45970077054298897,-1.0,0.00075,0.1,125.95880579948425
LIRE,9,0.8633292383292384,0.912898806028577,0.9171075742190079,85,10.019348894348894,0.11787469287469288,0.4791416477932375,-1.0,0.00075,0.5,243.9371817111969
LIRE,9,0.8633292383292384,0.9137763999224957,0.9167698632851199,82,5.976044226044226,0.07287858812249055,0.48389571369662454,-1.0,0.00075,1.0,477.0224871635437
LIRE,9,0.859029484029484,0.9115095430884904,0.9096193695924972,57,2.262899262899263,0.03969998706840812,0.48734006786959716,-1.0,0.00075,5.0,155.61530017852783
LIRE,9,0.859029484029484,0.9112357377683233,0.8609482324483191,39,0.9133906633906634,0.023420273420273422,0.48961165478854846,-1.0,0.00075,10.0,123.93911814689636
LIRE,9,0.8673218673218673,0.9150943396226414,0.9171181518723994,61,12.72911547911548,0.20867402424779474,0.4544015875544491,-1.0,0.001,0.1,75.05966544151306
LIRE,9,0.8648648648648649,0.9142968445656409,0.9168929252526254,57,5.916154791154791,0.1037921893185051,0.47865285940184804,-1.0,0.001,0.5,148.351797580719
LIRE,9,0.8645577395577395,0.9148155302298628,0.9174718582821478,64,4.563882063882064,0.07131065724815724,0.48557278341078597,-1.0,0.001,1.0,205.0372552871704
LIRE,9,0.8544226044226044,0.9079968944099379,0.8992277281058054,46,1.7883906633906634,0.03887805789979703,0.485781719145432,-1.0,0.001,5.0,125.32326054573059
LIRE,9,0.8574938574938575,0.9104938271604939,0.8358399791955619,33,0.7558353808353808,0.022904102449556995,0.48510062542599197,-1.0,0.001,10.0,161.85383558273315
LIRE,9,0.8581081081081081,0.9099766173031956,0.9139141548609735,32,7.342751842751842,0.22946099508599507,0.44794379626960246,-1.0,0.0025,0.1,52.852834701538086
LIRE,9,0.8605651105651105,0.9113973458235753,0.9142900485436893,31,4.357186732186732,0.14055441071570104,0.4726467558010586,-1.0,0.0025,0.5,81.7782952785492
LIRE,9,0.8608722358722358,0.9109844763214777,0.9132774317251171,31,3.464066339066339,0.11174407545375287,0.4654116005686624,-1.0,0.0025,1.0,71.81593704223633
LIRE,9,0.8488943488943489,0.9049091611905682,0.8143123906115844,15,0.476044226044226,0.031736281736281735,0.48447503271882186,-1.0,0.0025,5.0,69.78252840042114
LIRE,9,0.8243243243243243,0.8952380952380952,0.6974011995574929,13,0.21744471744471744,0.016726516726516726,0.48976531540431456,-1.0,0.0025,10.0,79.10076856613159
LIRE,9,0.8614864864864865,0.91244418559503,0.9115228312198665,20,4.778869778869779,0.23894348894348894,0.44668181814831465,-1.0,0.005,0.1,38.28340268135071
LIRE,9,0.8556511056511057,0.9075167256985439,0.9066707842117431,16,2.001228501228501,0.12507678132678132,0.45846988779697456,-1.0,0.005,0.5,38.33853816986084
LIRE,9,0.8593366093366094,0.9123612705702258,0.9024490105508223,19,1.9496314496314497,0.10261218155954999,0.4565159334267381,-1.0,0.005,1.0,60.92928409576416
LIRE,9,0.8547297297297297,0.9084575188697503,0.7929393389637409,9,0.3406019656019656,0.03784466284466284,0.47358170177685743,-1.0,0.005,5.0,28.131970405578613
LIRE,9,0.7595208845208845,0.8632792037716083,0.5006377551020409,7,0.0003071253071253071,4.387504387504387e-05,0.14285714285714285,-1.0,0.005,10.0,101.5731155872345
RF,10,0.793918918918919,0.8804560840905041,0.8900300714946174,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.615966796875
RuleFit,10,0.8581081081081081,0.90962441314554,0.9113203078561521,103,31.948095823095823,0.31017568760287206,0.42894735472107387,0.0005,-1.0,-1.0,1.8012120723724365
RuleFit,10,0.8568796068796068,0.9088062622309199,0.9076996544977215,71,27.9247542997543,0.39330639858808875,0.39982005182740743,0.001,-1.0,-1.0,1.5840239524841309
RuleFit,10,0.8513513513513513,0.9061651803024428,0.9020003632520971,28,15.687346437346438,0.5602623727623728,0.3006631180266274,0.005,-1.0,-1.0,1.2015001773834229
RuleFit,10,0.8504299754299754,0.9057844844263881,0.898212273380226,22,11.898955773955773,0.5408616260888988,0.3010064989741314,0.01,-1.0,-1.0,1.118795394897461
RuleFit,10,0.8261670761670762,0.8944817300521999,0.8760299022521629,5,3.1894963144963144,0.6378992628992629,0.18268612169784232,0.05,-1.0,-1.0,1.062220573425293
LIRE,10,0.8633292383292384,0.9130689587810119,0.9133238702034211,115,19.612100737100736,0.17054000640957162,0.46747832526325017,-1.0,0.0005,0.1,166.54861116409302
LIRE,10,0.8593366093366094,0.9104068857589984,0.9131525638167888,122,13.39527027027027,0.1097972972972973,0.4813644744729111,-1.0,0.0005,0.5,318.0689232349396
LIRE,10,0.859029484029484,0.9101233600939886,0.9118362909484182,115,11.52487714987715,0.10021632304241,0.4779584949058394,-1.0,0.0005,1.0,186.45668625831604
LIRE,10,0.8544226044226044,0.9073494917904613,0.90573427489928,93,4.213144963144964,0.04530263401231144,0.4857039058397883,-1.0,0.0005,5.0,234.21044778823853
LIRE,10,0.8501228501228502,0.9055361982191251,0.9004294527276929,66,1.7665847665847665,0.026766435857344947,0.489098056152006,-1.0,0.0005,10.0,305.3388121128082
LIRE,10,0.8596437346437347,0.9101278269419862,0.9124317354368933,88,16.93519656019656,0.19244541545677907,0.4613034461936718,-1.0,0.00075,0.1,137.63368797302246
LIRE,10,0.8621007371007371,0.9121846274203012,0.9119766383495146,92,10.579545454545455,0.11499505928853755,0.48091369524273464,-1.0,0.00075,0.5,248.87674641609192
LIRE,10,0.8593366093366094,0.9104068857589984,0.910646691929199,91,8.36977886977887,0.09197559197559198,0.4801326946136429,-1.0,0.00075,1.0,216.94774746894836
LIRE,10,0.8541154791154791,0.907353228008582,0.9048996722475399,65,3.201781326781327,0.04925817425817426,0.4822863416504894,-1.0,0.00075,5.0,131.13278484344482
LIRE,10,0.8522727272727273,0.9072324011571841,0.8997842158708144,58,1.8642506142506143,0.03214225196983818,0.48545615198661846,-1.0,0.00075,10.0,157.4007692337036
LIRE,10,0.8581081081081081,0.9094472755782046,0.9107581442771283,75,15.469594594594595,0.20626126126126126,0.4564529613764105,-1.0,0.001,0.1,107.37253975868225
LIRE,10,0.8608722358722358,0.9111590507942733,0.9116471831451027,78,9.99477886977887,0.12813819063819062,0.4744946232210737,-1.0,0.001,0.5,156.7762472629547
LIRE,10,0.8596437346437347,0.9098441507200632,0.9096000202265372,75,6.6544840294840295,0.08872645372645373,0.47856377422667007,-1.0,0.001,1.0,240.45623135566711
LIRE,10,0.8541154791154791,0.9060336300692383,0.8982847690046893,49,1.8455159705159705,0.037663591235019805,0.48389704767594927,-1.0,0.001,5.0,121.18240785598755
LIRE,10,0.8531941031941032,0.909811320754717,0.8876720287629615,46,1.4926289926289926,0.03244845636149984,0.4817061194093676,-1.0,0.001,10.0,122.87322449684143
LIRE,10,0.855958230958231,0.908344733242134,0.9032965127798692,27,6.95485257985258,0.2575871325871326,0.43552182246682364,-1.0,0.0025,0.1,41.98199939727783
LIRE,10,0.8535012285012284,0.9062684220868539,0.8996918548972989,28,3.512899262899263,0.12546068796068796,0.4724143034487535,-1.0,0.0025,0.5,73.71722984313965
LIRE,10,0.855958230958231,0.9086304305474381,0.8955565084043325,26,1.7177518427518428,0.06606737856737857,0.48682329747567055,-1.0,0.0025,1.0,101.28522968292236
LIRE,10,0.8538083538083538,0.9099508134695422,0.8767522785813353,20,1.1078009828009827,0.055390049140049136,0.4625837523396938,-1.0,0.0025,5.0,40.385257720947266
LIRE,10,0.8298525798525799,0.8981991914737228,0.6875693997259097,14,0.22665847665847666,0.01618989118989119,0.4814114718631623,-1.0,0.0025,10.0,66.88121271133423
LIRE,10,0.8498157248157249,0.904659777734451,0.9014794783204544,16,4.900798525798526,0.30629990786240785,0.42264059149887007,-1.0,0.005,0.1,24.318166255950928
LIRE,10,0.8488943488943489,0.9050559629486685,0.8930565703223037,17,2.6664619164619165,0.15685070096834802,0.45191111869250794,-1.0,0.005,0.5,35.27196431159973
LIRE,10,0.8522727272727273,0.906036335221723,0.8905870752427185,19,1.3154176904176904,0.0692325100219837,0.48077461183490455,-1.0,0.005,1.0,77.88764548301697
LIRE,10,0.8307739557739557,0.8961748633879781,0.7560096550756226,8,0.28378378378378377,0.03547297297297297,0.4778921453135763,-1.0,0.005,5.0,29.66408920288086
LIRE,10,0.8187960687960688,0.8930384336475707,0.6364094181361865,7,0.08568796068796068,0.01224113724113724,0.498495607706134,-1.0,0.005,10.0,65.20052886009216
